{'timestamp': '2025-07-26T15:21:27', 'printer_id': 'EE-Printer-1', 'user_id': 'student_040', 'pages': 20, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-26T06:35:20', 'printer_id': 'LA-Printer-2', 'user_id': 'student_054', 'pages': 27, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.35, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-04T02:53:09', 'printer_id': 'EE-Printer-1', 'user_id': 'student_004', 'pages': 29, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.45, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-04T02:40:33', 'printer_id': 'CS-Printer-3', 'user_id': 'student_134', 'pages': 29, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.45, 'location': 'Computer Science'}
{'timestamp': '2025-08-02T04:56:23', 'printer_id': 'LA-Printer-1', 'user_id': 'student_131', 'pages': 2, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.04, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-12T03:55:55', 'printer_id': 'CS-Printer-1', 'user_id': 'student_008', 'pages': 19, 'document_name': 'Homework.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.38, 'location': 'Computer Science'}
{'timestamp': '2025-08-06T06:11:16', 'printer_id': 'CS-Printer-2', 'user_id': 'student_185', 'pages': 27, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.35, 'location': 'Computer Science'}
{'timestamp': '2025-08-03T04:12:58', 'printer_id': 'LA-Printer-1', 'user_id': 'student_050', 'pages': 2, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-14T01:13:58', 'printer_id': 'CS-Printer-2', 'user_id': 'student_001', 'pages': 23, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.46, 'location': 'Computer Science'}
{'timestamp': '2025-07-15T08:10:36', 'printer_id': 'EE-Printer-2', 'user_id': 'student_128', 'pages': 18, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.36, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-01T11:04:23', 'printer_id': 'CS-Printer-2', 'user_id': 'student_035', 'pages': 30, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.6, 'location': 'Computer Science'}
{'timestamp': '2025-07-27T07:36:09', 'printer_id': 'EE-Printer-3', 'user_id': 'staff_013', 'pages': 19, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.95, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-03T05:30:35', 'printer_id': 'LA-Printer-1', 'user_id': 'student_135', 'pages': 9, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.45, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-31T06:20:39', 'printer_id': 'LA-Printer-2', 'user_id': 'student_071', 'pages': 10, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.5, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-31T14:43:54', 'printer_id': 'EE-Printer-2', 'user_id': 'student_001', 'pages': 3, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-06T04:42:48', 'printer_id': 'CS-Printer-1', 'user_id': 'student_136', 'pages': 17, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.34, 'location': 'Computer Science'}
{'timestamp': '2025-07-20T04:02:18', 'printer_id': 'LA-Printer-2', 'user_id': 'student_161', 'pages': 10, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-17T11:01:44', 'printer_id': 'LA-Printer-1', 'user_id': 'student_137', 'pages': 18, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.36, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-26T05:33:09', 'printer_id': 'CS-Printer-2', 'user_id': 'student_011', 'pages': 15, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Computer Science'}
{'timestamp': '2025-07-30T14:25:17', 'printer_id': 'LA-Printer-1', 'user_id': 'student_036', 'pages': 4, 'document_name': 'Resume.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.08, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-20T02:05:54', 'printer_id': 'LA-Printer-2', 'user_id': 'student_085', 'pages': 3, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-28T14:15:45', 'printer_id': 'LA-Printer-1', 'user_id': 'student_096', 'pages': 26, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.52, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-25T03:59:30', 'printer_id': 'EE-Printer-2', 'user_id': 'student_193', 'pages': 25, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.5, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-21T08:44:34', 'printer_id': 'LA-Printer-2', 'user_id': 'student_104', 'pages': 1, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.02, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-19T13:21:31', 'printer_id': 'LA-Printer-1', 'user_id': 'student_102', 'pages': 27, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.35, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T04:51:05', 'printer_id': 'EE-Printer-2', 'user_id': 'staff_007', 'pages': 24, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.48, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T16:15:42', 'printer_id': 'EE-Printer-2', 'user_id': 'student_050', 'pages': 14, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.7, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-08T10:53:42', 'printer_id': 'CS-Printer-2', 'user_id': 'student_073', 'pages': 14, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.7, 'location': 'Computer Science'}
{'timestamp': '2025-08-06T05:35:24', 'printer_id': 'LA-Printer-1', 'user_id': 'student_091', 'pages': 30, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-16T04:06:17', 'printer_id': 'LA-Printer-1', 'user_id': 'student_067', 'pages': 22, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.1, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-24T01:55:03', 'printer_id': 'LA-Printer-1', 'user_id': 'student_079', 'pages': 13, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.65, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T02:13:45', 'printer_id': 'EE-Printer-1', 'user_id': 'student_022', 'pages': 25, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T15:41:17', 'printer_id': 'EE-Printer-3', 'user_id': 'student_147', 'pages': 15, 'document_name': 'Resume.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.75, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-18T13:52:55', 'printer_id': 'EE-Printer-1', 'user_id': 'student_044', 'pages': 13, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.65, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-17T13:58:12', 'printer_id': 'EE-Printer-2', 'user_id': 'student_002', 'pages': 22, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.44, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-20T04:20:54', 'printer_id': 'CS-Printer-2', 'user_id': 'student_073', 'pages': 19, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.95, 'location': 'Computer Science'}
{'timestamp': '2025-08-08T14:21:54', 'printer_id': 'CS-Printer-1', 'user_id': 'student_028', 'pages': 29, 'document_name': 'Homework.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.45, 'location': 'Computer Science'}
{'timestamp': '2025-07-28T15:14:47', 'printer_id': 'LA-Printer-2', 'user_id': 'student_036', 'pages': 3, 'document_name': 'Resume.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-03T11:03:31', 'printer_id': 'EE-Printer-2', 'user_id': 'student_059', 'pages': 3, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-07T05:07:46', 'printer_id': 'CS-Printer-1', 'user_id': 'student_134', 'pages': 15, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Computer Science'}
{'timestamp': '2025-07-24T15:21:13', 'printer_id': 'CS-Printer-3', 'user_id': 'student_160', 'pages': 6, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Computer Science'}
{'timestamp': '2025-08-01T08:58:02', 'printer_id': 'EE-Printer-3', 'user_id': 'student_065', 'pages': 2, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.04, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-09T12:45:11', 'printer_id': 'EE-Printer-2', 'user_id': 'student_120', 'pages': 2, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-24T11:00:47', 'printer_id': 'LA-Printer-2', 'user_id': 'student_135', 'pages': 6, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.12, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-30T12:47:22', 'printer_id': 'CS-Printer-2', 'user_id': 'student_043', 'pages': 2, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.1, 'location': 'Computer Science'}
{'timestamp': '2025-07-15T06:54:14', 'printer_id': 'CS-Printer-1', 'user_id': 'student_030', 'pages': 29, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Error', 'cost': 0.0, 'location': 'Computer Science'}
{'timestamp': '2025-07-20T08:51:59', 'printer_id': 'LA-Printer-1', 'user_id': 'student_172', 'pages': 11, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.22, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-25T15:41:58', 'printer_id': 'CS-Printer-3', 'user_id': 'student_060', 'pages': 18, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Error', 'cost': 0.0, 'location': 'Computer Science'}
{'timestamp': '2025-08-04T16:05:45', 'printer_id': 'EE-Printer-3', 'user_id': 'student_001', 'pages': 30, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.5, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-22T15:48:23', 'printer_id': 'EE-Printer-1', 'user_id': 'student_179', 'pages': 20, 'document_name': 'Homework.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-10T09:25:27', 'printer_id': 'EE-Printer-1', 'user_id': 'student_109', 'pages': 21, 'document_name': 'Resume.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.05, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-06T01:40:01', 'printer_id': 'CS-Printer-3', 'user_id': 'student_116', 'pages': 23, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.15, 'location': 'Computer Science'}
{'timestamp': '2025-08-10T09:30:22', 'printer_id': 'EE-Printer-1', 'user_id': 'student_061', 'pages': 27, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.35, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-07T15:57:56', 'printer_id': 'EE-Printer-2', 'user_id': 'student_128', 'pages': 2, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-02T13:11:54', 'printer_id': 'CS-Printer-3', 'user_id': 'student_064', 'pages': 24, 'document_name': 'Resume.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.48, 'location': 'Computer Science'}
{'timestamp': '2025-08-07T12:23:14', 'printer_id': 'EE-Printer-3', 'user_id': 'student_183', 'pages': 25, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-04T14:36:52', 'printer_id': 'LA-Printer-1', 'user_id': 'staff_020', 'pages': 8, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.4, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-18T09:51:09', 'printer_id': 'LA-Printer-1', 'user_id': 'student_196', 'pages': 7, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T02:49:33', 'printer_id': 'EE-Printer-1', 'user_id': 'student_053', 'pages': 8, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.4, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-06T12:05:56', 'printer_id': 'LA-Printer-2', 'user_id': 'student_142', 'pages': 15, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-07T09:54:36', 'printer_id': 'LA-Printer-1', 'user_id': 'student_180', 'pages': 11, 'document_name': 'Homework.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.55, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-08T12:04:29', 'printer_id': 'LA-Printer-2', 'user_id': 'student_038', 'pages': 13, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.26, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T15:42:21', 'printer_id': 'LA-Printer-1', 'user_id': 'student_012', 'pages': 7, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.14, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-07T06:56:51', 'printer_id': 'EE-Printer-2', 'user_id': 'student_091', 'pages': 7, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.14, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-24T13:32:45', 'printer_id': 'EE-Printer-2', 'user_id': 'student_014', 'pages': 26, 'document_name': 'Resume.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.3, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-22T00:20:46', 'printer_id': 'EE-Printer-2', 'user_id': 'student_042', 'pages': 18, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.36, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-30T12:30:16', 'printer_id': 'EE-Printer-1', 'user_id': 'student_028', 'pages': 9, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.18, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-14T05:53:49', 'printer_id': 'LA-Printer-1', 'user_id': 'student_056', 'pages': 9, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.18, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-23T15:06:52', 'printer_id': 'CS-Printer-1', 'user_id': 'student_155', 'pages': 15, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.75, 'location': 'Computer Science'}
{'timestamp': '2025-07-30T06:12:21', 'printer_id': 'EE-Printer-2', 'user_id': 'student_188', 'pages': 17, 'document_name': 'Resume.pdf', 'color': True, 'duplex': False, 'status': 'Error', 'cost': 0.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-17T04:48:30', 'printer_id': 'CS-Printer-3', 'user_id': 'student_044', 'pages': 15, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Computer Science'}
{'timestamp': '2025-08-11T02:07:42', 'printer_id': 'LA-Printer-2', 'user_id': 'student_194', 'pages': 3, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-17T03:55:33', 'printer_id': 'CS-Printer-1', 'user_id': 'student_013', 'pages': 11, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.22, 'location': 'Computer Science'}
{'timestamp': '2025-08-01T01:22:13', 'printer_id': 'EE-Printer-3', 'user_id': 'student_090', 'pages': 27, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-18T07:48:25', 'printer_id': 'LA-Printer-1', 'user_id': 'student_109', 'pages': 9, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.18, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-04T14:14:50', 'printer_id': 'EE-Printer-2', 'user_id': 'student_146', 'pages': 15, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-20T13:05:35', 'printer_id': 'EE-Printer-2', 'user_id': 'staff_001', 'pages': 23, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.15, 'location': 'Electrical Engineering'}
